framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,implementation_guidance_en,evidence_requirements,mapping_iso27001,mapping_nist,status,source_file
ISO_27001,2022,8.32,technology,Change management,إدارة التغيير,Changes to information processing facilities shall be subject to change management,يجب التحكم في التغييرات على تسهيلات معالجة المعلومات,preventive,3,Implement formal change management. Require approval. Test changes. Document. Enable rollback.,Change management procedures|Change tickets|Testing|Approvals|Rollback capability,A.8.32,PR.IP-3,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.33,technology,Test information,معلومات الاختبار,Test information shall be selected protected and controlled,يجب اختيار وحماية والتحكم في معلومات الاختبار,preventive,3,Use non-production data for testing. Mask sensitive data. Delete test data after use. Control access.,Test data policy|Data masking|Deletion procedures|Access controls,A.8.33,PR.DS-3,active,controls_iso27001_2022_complete.csv
ISO_27001,2022,8.27,technology,Secure system architecture and engineering principles,معمارية النظام الآمن ومبادئ الهندسة,Principles for secure system architecture shall be established,يجب وضع مبادئ معمارية النظام الآمن,preventive,3,Define secure architecture principles. Apply defense-in-depth. Use secure design patterns. Review architectures.,Architecture principles|Defense-in-depth|Secure patterns|Architecture reviews,A.8.27,PR.IP-2,active,controls_iso27001_2022_complete.csv
ITIL,v4.0,VLD.1,practices,Validation,التحقق,Service validation,التحقق من الخدمة,detective,3,Validate services meet requirements. Test thoroughly. Verify functionality. Ensure quality. Obtain acceptance.,Requirement validation|Thorough testing|Functionality verification|Quality assurance|Acceptance obtaining,A.14.2,DE.CM-8,active,controls_itil_v4_complete.csv
ITIL,v4.0,VLD.2,practices,Testing,الاختبار,Service testing,اختبار الخدمة,detective,4,Test services comprehensively. Develop test plans. Execute tests. Document results. Address defects.,Comprehensive testing|Test plan development|Test execution|Result documentation|Defect addressing,A.14.2,DE.CM-8,active,controls_itil_v4_complete.csv
ITIL,v4.0,DSN.1,practices,Service Design,تصميم الخدمة,Service design,تصميم الخدمة,preventive,3,Design services effectively. Consider all aspects. Meet requirements. Enable supportability. Document design.,Effective design|Aspect consideration|Requirement compliance|Supportability enabling|Design documentation,A.14.1,PR.IP-1,active,controls_itil_v4_complete.csv
MOE-EDU,v1.0,14.2,transport,Transport Safety,سلامة النقل,School transport safety,سلامة النقل المدرسي,preventive,4,Ensure transport safety. Conduct safety checks. Provide seatbelts. Train supervisors. Monitor routes.,Safety assurance|Safety checks|Seatbelt provision|Supervisor training|Route monitoring,A.11.1,PR.PT-2,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,14.1,transport,School Transport,النقل المدرسي,School transportation,النقل المدرسي,preventive,4,Provide safe school transportation. Use licensed buses. Employ qualified drivers. Maintain vehicles. Supervise students.,Safe transportation|Licensed buses|Qualified drivers|Vehicle maintenance|Student supervision,A.15.1,ID.SC-2,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,13.2,technology,Cyber Security,الأمن السيبراني,IT security,أمن تقنية المعلومات,preventive,4,Secure educational IT systems. Protect student data. Filter content. Monitor usage. Comply with regulations.,System security|Student data protection|Content filtering|Usage monitoring|Regulation compliance,A.13.1,PR.DS-1,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,13.1,technology,Educational Technology,التقنية التعليمية,Use technology in education,استخدام التقنية في التعليم,preventive,2,Use educational technology effectively. Provide digital resources. Enable online learning. Train teachers. Ensure access.,Effective usage|Digital resources|Online learning|Teacher training|Access assurance,A.12.1,PR.IP-1,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,12.2,special-needs,Inclusion,الدمج,Educational inclusion,الدمج التعليمي,preventive,3,Enable educational inclusion. Adapt curriculum. Provide support services. Train teachers. Monitor progress.,Inclusion enabling|Curriculum adaptation|Support services|Teacher training|Progress monitoring,A.6.1,PR.IP-2,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,12.1,special-needs,Special Needs,ذوو الاحتياجات,Support special needs students,دعم ذوي الاحتياجات الخاصة,preventive,3,Support students with special needs. Assess needs. Provide accommodations. Train staff. Enable inclusion.,Special needs support|Needs assessment|Accommodation provision|Staff training|Inclusion enabling,A.6.1,PR.IP-2,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,11.2,parents,Engagement,المشاركة,Parent engagement,مشاركة أولياء الأمور,preventive,2,Engage parents in education. Invite to events. Seek feedback. Enable involvement. Foster partnership.,Education engagement|Event invitation|Feedback seeking|Involvement enabling|Partnership fostering,A.5.1,ID.GV-3,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,11.1,parents,Communication,التواصل,Parent communication,التواصل مع أولياء الأمور,preventive,2,Communicate regularly with parents. Provide updates. Share progress. Address concerns. Enable engagement.,Regular communication|Update provision|Progress sharing|Concern addressing|Engagement enabling,A.16.1,RS.CO-1,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,10.2,behavior,Discipline,الانضباط,School discipline,الانضباط المدرسي,corrective,3,Implement fair discipline. Use progressive approach. Document incidents. Involve parents. Support improvement.,Fair discipline|Progressive approach|Incident documentation|Parent involvement|Improvement support,A.7.1,RS.MI-3,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,10.1,behavior,Conduct,السلوك,Student conduct,سلوك الطلاب,preventive,3,Establish conduct standards. Communicate expectations. Apply consistently. Address violations. Support positive behavior.,Standard establishment|Expectation communication|Consistent application|Violation addressing|Positive support,A.7.1,PR.AT-2,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,9.2,attendance,Absences,الغياب,Manage absences,إدارة الغياب,corrective,2,Manage student absences. Investigate prolonged absence. Follow up with parents. Support return. Document reasons.,Absence management|Prolonged investigation|Parent follow-up|Return support|Reason documentation,A.16.1,RS.CO-3,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,9.1,attendance,Attendance,الحضور,Track student attendance,تتبع حضور الطلاب,detective,3,Track student attendance accurately. Record daily. Monitor absences. Contact parents. Report to MOE.,Accurate tracking|Daily recording|Absence monitoring|Parent contact|MOE reporting,A.12.3,DE.CM-1,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,8.2,assessment,Examinations,الامتحانات,Examination management,إدارة الامتحانات,detective,4,Manage examinations securely. Ensure integrity. Prevent cheating. Maintain confidentiality. Document results.,Secure management|Integrity assurance|Cheating prevention|Confidentiality maintenance|Result documentation,A.12.1,DE.CM-1,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,8.1,assessment,Assessment,التقييم,Student assessment,تقييم الطلاب,detective,3,Conduct fair student assessment. Use valid methods. Grade objectively. Provide feedback. Maintain records.,Fair assessment|Valid methods|Objective grading|Feedback provision|Record maintenance,A.12.1,DE.CM-1,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,7.2,health,Medical Emergencies,الطوارئ الطبية,Manage medical emergencies,إدارة الطوارئ الطبية,corrective,4,Manage medical emergencies. Train staff in first aid. Maintain medical supplies. Contact parents. Coordinate with hospitals.,Emergency management|First aid training|Supply maintenance|Parent contact|Hospital coordination,A.17.1,RS.RP-1,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,7.1,health,Health,الصحة,School health,الصحة المدرسية,preventive,3,Maintain school health standards. Provide health services. Maintain clinic. Train health staff. Monitor student health.,Health standards|Service provision|Clinic maintenance|Staff training|Health monitoring,A.11.1,PR.PT-1,active,controls_moe_education_complete.csv
MOE-EDU,v1.0,6.2,facilities,Maintenance,الصيانة,Facility maintenance,صيانة المرافق,preventive,3,Maintain educational facilities. Conduct regular maintenance. Repair promptly. Ensure safety. Keep records.,Facility maintenance|Regular conducting|Prompt repairs|Safety assurance|Record keeping,A.11.2,PR.IP-3,active,controls_moe_education_complete.csv
MOCI-CP,v1.0,24.2,reporting,Compliance Reporting,الامتثال,Compliance reporting,إبلاغ الامتثال,corrective,2,Demonstrate compliance with consumer protection law. Prepare for inspections. Maintain compliance records. Address violations. Implement corrections.,Law compliance|Inspection preparation|Record maintenance|Violation addressing|Correction implementation,A.18.1,ID.GV-3,active,controls_moci_consumer_protection_complete.csv
